# x y z pred gt
0.364461 0.583224 0.079338 0 1
0.229447 0.917440 0.006298 0 1
0.182966 0.822266 0.015151 0 1
0.200673 0.532317 0.072698 0 1
0.293634 0.727092 0.048351 0 1
0.247153 0.629704 0.048351 0 1
0.003685 0.738159 0.012938 0 1
-0.042796 0.642984 0.028431 0 1
-0.089276 0.547810 0.037285 0 1
-0.137970 0.445996 0.059418 0 1
0.136486 0.722665 0.028431 0 1
0.085579 0.620851 0.041711 0 1
0.039098 0.525677 0.068271 0 1
-0.162316 0.702745 0.001871 0 1
-0.255277 0.510183 0.039498 0 1
-0.301758 0.410583 0.048351 0 1
0.052379 0.837759 -0.002556 0 1
-0.277411 0.731519 -0.006982 0 1
-0.326104 0.634131 0.001871 0 1
-0.372585 0.534530 0.024004 0 1
-0.472186 0.600931 -0.009196 0 1
-0.518666 0.501330 -0.000342 0 1
-0.567360 0.399516 0.021791 0 1
-0.611627 0.306555 0.041711 0 1
-0.662534 0.204741 0.061631 0 1
-0.423492 0.430503 0.035071 0 1
-0.469972 0.337542 0.054991 0 1
-0.514239 0.244581 0.054991 0 1
-0.635973 0.541170 -0.006982 0 1
-0.684667 0.441570 0.004084 0 1
-0.733361 0.339755 0.035071 0 1
-0.824108 0.481410 -0.002556 0 1
-0.704587 0.249008 0.057205 0 1
-0.653680 0.346395 0.026218 0 1
-0.604987 0.441570 0.006298 0 1
-0.551866 0.538957 -0.004769 0 1
-0.500959 0.638558 -0.026903 0 1
-0.744428 0.470343 -0.004769 0 1
-0.693521 0.565517 -0.022476 0 1
-0.405785 0.328689 0.052778 0 1
-0.352665 0.428289 0.032858 0 1
-0.297331 0.534530 0.017364 0 1
-0.248637 0.627491 0.008511 0 1
-0.195517 0.727092 -0.013623 0 1
-0.551866 0.306555 0.041711 0 1
-0.503172 0.399516 0.026218 0 1
-0.450052 0.499117 0.015151 0 1
-0.396932 0.600931 -0.002556 0 1
-0.348238 0.691678 -0.020263 0 1
-0.264131 0.339755 0.061631 0 1
-0.211010 0.441570 0.052778 0 1
-0.104769 0.642984 0.024004 0 1
-0.056076 0.735945 0.001871 0 1
-0.005169 0.833333 -0.018049 0 1
-0.029515 0.485837 0.061631 0 1
0.016965 0.574371 0.041711 0 1
0.072299 0.680611 0.030645 0 1
0.123206 0.775786 0.008511 0 1
0.174113 0.870960 -0.009196 0 1
0.291420 0.629704 0.059418 0 1
0.344541 0.731519 0.048351 0 1
0.107712 0.523464 0.061631 0 1
0.213953 0.727092 0.026218 0 1
0.267074 0.828906 0.021791 0 1
0.313554 0.919653 -0.006982 0 1
0.278140 0.642984 0.059418 0 1
0.275927 0.744799 0.043925 0 1
0.273714 0.855466 0.024004 0 1
0.140913 0.592077 0.057205 0 1
0.138699 0.707172 0.037285 0 1
0.136486 0.806772 0.008511 0 1
0.021392 0.545597 0.054991 0 1
0.019178 0.660691 0.032858 0 1
0.016965 0.769145 0.006298 0 1
-0.129116 0.479197 0.052778 0 1
-0.131330 0.587651 0.024004 0 1
-0.133543 0.700532 0.006298 0 1
-0.268557 0.355249 0.066058 0 1
