# x y z pred gt
-0.707859 0.705123 -0.041680 5 2
-0.664401 0.669122 0.006748 5 2
-0.592386 0.674079 0.010473 -1 2
-0.622186 0.616964 0.004264 5 2
-0.649501 0.567291 0.012957 5 2
-0.676816 0.516391 -0.015604 5 2
-0.543956 0.661665 0.005506 3 2
-0.572514 0.607035 0.004264 3 2
-0.598586 0.558606 0.005506 6 2
-0.628386 0.502718 0.011715 5 2
-0.659430 0.444360 0.012957 5 2
-0.712831 0.343787 -0.035472 5 2
-0.452069 0.669122 0.005506 3 2
-0.509184 0.561091 0.000539 3 2
-0.538984 0.505204 0.011715 3 2
-0.567542 0.453061 0.004264 3 2
-0.594857 0.400902 0.007990 3 2
-0.651987 0.291628 0.009231 5 2
-0.678059 0.243198 -0.020571 5 2
-0.705373 0.193526 -0.032988 5 2
-0.406125 0.625664 0.006748 3 2
-0.437168 0.569777 0.006748 3 2
-0.463240 0.520104 0.010473 3 2
-0.493041 0.465475 0.006748 3 2
-0.522841 0.408360 0.005506 3 2
-0.550156 0.357444 0.010473 3 2
-0.577486 0.306528 0.007990 3 2
-0.607286 0.249413 0.007990 -1 2
-0.635844 0.196012 0.012957 5 2
-0.663158 0.143868 -0.005670 5 2
-0.304293 0.677808 0.005506 3 2
-0.330365 0.628135 0.004264 3 2
-0.358938 0.573506 0.003023 3 2
-0.387496 0.520104 0.007990 3 2
-0.416053 0.466718 0.005506 3 2
-0.444611 0.413316 0.009231 3 2
-0.474411 0.357444 0.006748 3 2
-0.501726 0.306528 0.010473 3 2
-0.531542 0.249413 0.009231 3 2
-0.560099 0.196012 0.009231 3 2
-0.615972 0.090467 0.010473 6 2
-0.644529 0.035837 0.011715 5 2
-0.669373 -0.010122 -0.021813 5 2
-0.696688 -0.062265 -0.037955 5 2
-0.247178 0.660422 0.005506 3 2
-0.303050 0.556120 0.007990 3 2
-0.331608 0.501490 0.005506 3 2
-0.357695 0.453061 0.004264 3 2
-0.387496 0.397173 0.005506 3 2
-0.416053 0.342544 0.003023 3 2
-0.442125 0.294114 0.006748 3 2
-0.473168 0.235756 0.006748 3 2
-0.501726 0.181111 0.009231 3 2
-0.527813 0.132682 0.007990 3 2
-0.557613 0.076809 0.009231 3 2
-0.586171 0.022165 0.010473 -1 2
-0.613486 -0.028736 0.010473 -1 2
-0.644529 -0.085866 0.014198 5 2
-0.670616 -0.136767 -0.020571 5 2
-0.697931 -0.187682 -0.032988 5 2
-0.147833 0.695194 0.003023 3 2
-0.260835 0.481618 0.004264 3 2
-0.288150 0.429460 0.005506 3 2
-0.316708 0.377316 0.003023 3 2
-0.345281 0.322672 0.004264 3 2
-0.375081 0.266799 0.006748 3 2
-0.402396 0.214641 0.004264 3 2
-0.460754 0.105367 0.005506 3 2
-0.489312 0.050738 0.009231 3 2
-0.516626 0.001065 0.006748 3 2
-0.545199 -0.054823 0.007990 3 2
-0.573757 -0.106966 0.007990 3 2
-0.602314 -0.161610 0.011715 6 2
-0.656944 -0.264670 -0.006912 5 2
-0.683031 -0.313099 -0.029263 5 2
-0.088232 0.676565 -0.000703 3 2
-0.114303 0.626892 -0.000703 3 2
-0.142876 0.572263 0.001781 3 2
