# x y z pred gt
0.021924 -0.501246 -0.030178 4 1
0.001938 -0.538611 -0.031047 4 1
-0.018049 -0.577715 -0.034523 4 1
-0.037166 -0.615080 -0.035392 4 1
-0.055414 -0.650708 -0.039737 4 1
-0.093649 -0.725439 -0.039737 4 1
0.306946 -0.053727 -0.029309 4 1
0.288697 -0.089355 -0.031916 4 1
0.269580 -0.126720 -0.033654 4 1
0.249594 -0.164955 -0.036261 4 1
0.231345 -0.201452 -0.038868 4 1
0.211359 -0.240555 -0.041475 4 1
0.192242 -0.277052 -0.043213 4 1
0.173124 -0.314417 -0.044082 4 1
0.152269 -0.355259 -0.045820 4 1
0.133152 -0.390887 -0.048427 4 1
0.115773 -0.426514 -0.052772 4 1
0.095786 -0.465618 -0.053641 4 1
0.075800 -0.502984 -0.057985 4 1
0.057552 -0.538611 -0.058854 4 1
0.037565 -0.577715 -0.058854 4 1
0.019317 -0.613343 -0.063199 4 1
0.001069 -0.648101 -0.062330 4 1
-0.018918 -0.688074 -0.063199 4 1
-0.038035 -0.725439 -0.065806 4 1
-0.056283 -0.759329 -0.064937 4 1
0.091441 -0.575977 -0.081447 4 1
0.070586 -0.615949 -0.082316 4 1
0.053207 -0.650708 -0.088399 4 1
0.034090 -0.687205 -0.087530 4 1
0.014103 -0.725439 -0.087530 4 1
-0.004145 -0.761936 -0.088399 4 1
0.572850 0.359033 -0.029309 4 1
0.553733 0.320798 -0.035392 4 1
0.533746 0.281695 -0.035392 4 1
0.514629 0.246067 -0.037999 4 1
0.493774 0.206094 -0.042344 4 1
0.474656 0.168729 -0.043213 4 1
0.457277 0.133970 -0.042344 4 1
0.437291 0.094867 -0.043213 4 1
0.417304 0.057501 -0.044082 4 1
0.399056 0.021873 -0.049296 4 1
0.379939 -0.015492 -0.051903 4 1
0.360822 -0.051989 -0.051034 4 1
0.342573 -0.087617 -0.055378 4 1
0.322587 -0.127589 -0.057116 4 1
0.303470 -0.164086 -0.057985 4 1
0.285221 -0.198845 -0.062330 4 1
0.265235 -0.237948 -0.063199 4 1
0.246118 -0.276183 -0.066675 4 1
0.227000 -0.311811 -0.068413 4 1
0.207014 -0.351783 -0.068413 4 1
0.187897 -0.389149 -0.071020 4 1
0.170518 -0.422170 -0.074496 4 1
0.149662 -0.462142 -0.077103 4 1
0.129676 -0.501246 -0.077972 4 1
0.110559 -0.537742 -0.078841 4 1
0.641498 0.392923 -0.049296 4 1
0.624119 0.359902 -0.055378 4 1
0.604133 0.319929 -0.056247 4 1
0.584146 0.280826 -0.058854 4 1
0.566767 0.247805 -0.061461 4 1
