# x y z pred gt
0.162680 -0.251853 0.068455 4 1
0.006617 -0.569362 0.088903 5 1
-0.013833 -0.612410 0.088903 5 1
-0.037512 -0.658697 0.092132 5 1
-0.060113 -0.704977 0.083523 5 1
-0.081640 -0.749102 0.075988 5 1
-0.105317 -0.797537 0.073835 5 1
0.122857 -0.203418 0.089981 -1 1
0.099179 -0.251853 0.091057 -1 1
0.031371 -0.388545 0.079217 5 1
0.011999 -0.429445 0.074913 5 1
-0.035358 -0.524160 0.065225 5 1
-0.055808 -0.566130 0.059845 5 1
-0.078410 -0.613488 0.054463 5 1
-0.102088 -0.661922 0.053387 5 1
-0.123616 -0.706054 0.051234 5 1
-0.146217 -0.750179 0.045852 5 1
-0.169896 -0.799691 0.039395 5 1
0.232640 0.157139 0.091057 4 1
0.210037 0.109781 0.087828 -1 1
0.187434 0.064579 0.084599 -1 1
0.164833 0.020447 0.078141 -1 1
0.143307 -0.023678 0.074913 5 1
0.120704 -0.071036 0.072760 5 1
0.099179 -0.114090 0.069531 5 1
0.077653 -0.159293 0.069531 5 1
0.055050 -0.204496 0.060920 5 1
0.033525 -0.248628 0.055539 5 1
0.010922 -0.294908 0.053387 5 1
-0.011680 -0.340110 0.045852 5 1
-0.033205 -0.384236 0.045852 5 1
-0.055808 -0.430522 0.042623 5 1
-0.077334 -0.475725 0.035089 5 1
-0.099937 -0.520927 0.029708 5 1
-0.122538 -0.567208 0.025402 5 1
-0.145141 -0.612410 0.023249 5 1
-0.190346 -0.703899 0.018945 5 1
-0.212947 -0.750179 0.014640 5 1
0.352109 0.562905 0.089981 -1 1
0.328431 0.515548 0.087828 -1 1
0.305828 0.469268 0.081370 1 1
0.284302 0.425136 0.075988 1 1
0.261699 0.379933 0.069531 1 1
0.239098 0.332576 0.069531 1 1
0.217572 0.288450 0.064149 -1 1
0.128239 0.107627 0.052310 3 1
0.104561 0.058121 0.040470 -1 1
0.083035 0.015067 0.041548 5 1
0.060432 -0.031213 0.036166 5 1
0.035678 -0.080725 0.029708 5 1
0.015228 -0.122696 0.030784 5 1
-0.006298 -0.166828 0.025402 5 1
-0.029977 -0.215263 0.017869 5 1
-0.074105 -0.304591 0.014640 5 1
-0.096708 -0.350871 0.003877 5 1
-0.118234 -0.396080 0.006030 5 1
-0.140835 -0.441283 -0.001505 5 1
-0.165591 -0.490795 -0.003658 5 1
-0.186040 -0.532765 -0.012267 5 1
-0.208642 -0.577974 -0.014420 5 1
-0.231245 -0.626403 -0.020878 5 1
-0.253847 -0.670534 -0.019802 5 1
-0.275372 -0.714660 -0.020878 5 1
-0.297975 -0.762017 -0.025184 5 1
0.006617 -0.010763 0.006030 -1 1
-0.015986 -0.055966 -0.000428 5 1
-0.038587 -0.102246 -0.004734 5 1
-0.059037 -0.145301 -0.004734 5 1
-0.082716 -0.190503 -0.010116 5 1
-0.105317 -0.237861 -0.013344 5 1
-0.125767 -0.279838 -0.019802 5 1
-0.149446 -0.328273 -0.021955 5 1
-0.172049 -0.374553 -0.026260 5 1
-0.192499 -0.416530 -0.029488 5 1
-0.238779 -0.510167 -0.040252 5 1
-0.260304 -0.554293 -0.041328 5 1
-0.283983 -0.602727 -0.049938 5 1
0.296141 0.580123 0.063073 1 1
0.249860 0.485408 0.055539 1 1
0.229410 0.443438 0.048005 1 1
0.206808 0.399306 0.045852 1 1
0.183130 0.349794 0.042623 -1 1
0.048593 0.076416 0.021098 3 1
0.028143 0.033368 0.011410 -1 1
