# x y z pred gt
-0.711033 0.404005 -0.030064 1 1
-0.572678 0.539383 0.038621 1 1
-0.593578 0.498578 0.020703 1 1
-0.615475 0.455769 0.005772 1 1
-0.637372 0.412972 -0.011150 1 1
-0.659268 0.371160 -0.026082 1 1
-0.480085 0.597126 0.066493 1 1
-0.503999 0.550331 0.048576 1 1
-0.525896 0.508530 0.034640 1 1
-0.547792 0.465721 0.017717 1 1
-0.594575 0.375145 -0.008164 1 1
-0.614479 0.336322 -0.022100 1 1
-0.637372 0.291520 -0.040018 1 1
-0.385524 0.665805 0.099343 1 1
-0.406424 0.624004 0.087398 1 1
-0.429341 0.581195 0.069480 1 1
-0.451238 0.536406 0.060521 1 1
-0.475127 0.491604 0.044594 1 1
-0.495031 0.451784 0.032649 1 1
-0.517924 0.406994 0.017717 1 1
-0.539821 0.364185 -0.000201 1 1
-0.560721 0.323381 -0.014137 1 1
-0.584611 0.278579 -0.026082 1 1
-0.343723 0.631964 0.104320 2 1
-0.364623 0.591147 0.096356 1 1
-0.385524 0.551327 0.074457 1 1
-0.409413 0.504545 0.061516 1 1
-0.430313 0.463728 0.047580 1 1
-0.452234 0.420932 0.033644 1 1
-0.476124 0.375145 0.017717 1 1
-0.517924 0.292516 -0.006173 1 1
-0.541814 0.246730 -0.025087 1 1
-0.563711 0.204917 -0.042009 1 1
-0.299930 0.563272 0.100338 1 1
-0.320830 0.521472 0.085407 1 1
-0.342727 0.478662 0.073461 1 1
-0.364623 0.435865 0.055544 1 1
-0.387516 0.392060 0.043598 1 1
-0.409413 0.349263 0.031653 1 1
-0.431310 0.306454 0.012740 1 1
-0.454227 0.260668 0.003781 1 1
-0.477120 0.217859 -0.015132 1 1
-0.498020 0.176058 -0.024091 1 1
-0.357648 0.328351 0.040612 1 1
-0.377577 0.289527 0.024685 1 1
-0.400470 0.243741 0.008758 1 1
-0.423363 0.199948 -0.005178 1 1
-0.444263 0.160128 -0.017123 1 1
-0.467156 0.115326 -0.036036 1 1
-0.270062 0.499575 0.091379 1 1
-0.291958 0.455769 0.075452 1 1
-0.311862 0.416946 0.063507 1 1
-0.334755 0.372156 0.048576 1 1
-0.217301 0.475673 0.103324 1 1
-0.239197 0.431880 0.085407 1 1
-0.261094 0.390067 0.073461 1 1
-0.283987 0.344281 0.054548 1 1
-0.305884 0.302468 0.045589 1 1
-0.326808 0.262661 0.032649 1 1
-0.348705 0.219851 0.012740 1 1
-0.371598 0.175062 0.003781 1 1
-0.392498 0.133249 -0.011150 1 1
-0.415392 0.089456 -0.023096 1 1
-0.571682 -0.214157 -0.114676 1 1
-0.591586 -0.253977 -0.132594 1 1
-0.614479 -0.298767 -0.143544 1 1
-0.636375 -0.340580 -0.161462 1 1
-0.656279 -0.378407 -0.188338 1 1
-0.187433 0.422924 0.093370 1 1
-0.208333 0.383104 0.078439 1 1
-0.233219 0.336322 0.066493 1 1
-0.254143 0.294509 0.060521 1 1
-0.274047 0.255686 0.037626 1 1
-0.297937 0.209900 0.027672 1 1
-0.317841 0.170080 0.014731 1 1
-0.339737 0.127271 -0.004182 1 1
-0.362630 0.082481 -0.014137 1 1
-0.383531 0.042661 -0.029068 1 1
-0.473135 -0.130544 -0.077845 1 1
-0.495031 -0.174337 -0.092777 1 1
-0.516928 -0.216150 -0.103726 1 1
-0.537828 -0.257963 -0.117662 1 1
-0.561718 -0.304745 -0.135580 1 1
-0.584611 -0.347542 -0.148521 1 1
-0.605511 -0.389355 -0.160466 1 1
-0.144636 0.372156 0.100338 1 1
-0.165536 0.330343 0.080430 1 1
-0.188429 0.287546 0.070475 1 1
-0.211322 0.241748 0.060521 1 1
-0.234215 0.197955 0.043598 1 1
-0.256112 0.155146 0.030658 1 1
-0.279029 0.111352 0.011745 1 1
-0.299930 0.069540 0.000795 1 1
-0.321826 0.027727 -0.014137 1 1
-0.342727 -0.014074 -0.030064 1 1
-0.366616 -0.058876 -0.041014 1 1
-0.388513 -0.101673 -0.051963 1 1
-0.409413 -0.144482 -0.070877 1 1
-0.432306 -0.188275 -0.080831 1 1
-0.455199 -0.231084 -0.098749 1 1
-0.477120 -0.274877 -0.109699 1 1
-0.499017 -0.317687 -0.123635 1 1
-0.542810 -0.403293 -0.151507 1 1
-0.565703 -0.447086 -0.165443 1 1
-0.585607 -0.484913 -0.210238 1 1
-0.118753 0.303465 0.087398 1 1
-0.140650 0.260668 0.073461 1 1
-0.161550 0.219851 0.059525 1 1
-0.185440 0.173069 0.049571 1 1
-0.206340 0.132253 0.035635 1 1
-0.228261 0.089456 0.021699 1 1
-0.251154 0.045650 0.001790 1 1
-0.272055 0.004834 -0.008164 1 1
-0.292955 -0.035970 -0.023096 1 1
-0.315848 -0.080772 -0.032055 1 1
-0.337745 -0.122573 -0.052959 1 1
-0.358645 -0.163389 -0.063909 1 1
-0.380542 -0.206198 -0.078840 1 1
-0.404455 -0.251984 -0.084813 1 1
-0.424359 -0.290808 -0.105717 1 1
-0.447252 -0.336594 -0.117662 1 1
-0.470145 -0.380399 -0.128612 1 1
-0.491046 -0.421204 -0.139562 1 1
-0.512942 -0.464013 -0.159471 1 1
-0.534839 -0.506822 -0.173407 1 1
-0.193411 0.028723 0.017717 1 1
-0.216304 -0.014074 0.003781 1 1
-0.238201 -0.056883 -0.013141 1 1
-0.261094 -0.101673 -0.027077 1 1
-0.283987 -0.145478 -0.043005 1 1
-0.303915 -0.185286 -0.052959 1 1
-0.326808 -0.229091 -0.070877 1 1
-0.348705 -0.271888 -0.077845 1 1
-0.370602 -0.313701 -0.095763 1 1
-0.393495 -0.360483 -0.107708 1 1
-0.415392 -0.402296 -0.118658 1 1
-0.459185 -0.487902 -0.147525 1 1
-0.483074 -0.533688 -0.162457 1 1
-0.503003 -0.571516 -0.189334 1 1
-0.062007 0.285554 0.100338 1 1
-0.082907 0.243741 0.084411 1 1
-0.105824 0.200944 0.075452 1 1
-0.128718 0.156142 0.055544 1 1
-0.149618 0.114342 0.046585 1 1
-0.170518 0.074522 0.032649 1 1
-0.019210 0.228807 0.097352 1 1
-0.041106 0.187006 0.086402 1 1
-0.063003 0.144197 0.069480 1 1
-0.086893 0.098411 0.056539 1 1
-0.106797 0.058591 0.042603 1 1
-0.130710 0.011809 0.027672 1 1
-0.152607 -0.031000 0.014731 1 1
-0.173507 -0.070820 -0.000201 1 1
-0.196400 -0.115610 -0.016128 1 1
-0.219293 -0.160400 -0.026082 1 1
-0.239197 -0.199223 -0.038027 1 1
-0.262090 -0.244025 -0.053954 1 1
-0.283987 -0.285826 -0.063909 1 1
-0.304912 -0.325646 -0.080831 1 1
-0.327805 -0.370448 -0.094767 1 1
-0.349701 -0.413245 -0.111690 1 1
-0.369605 -0.453064 -0.118658 1 1
-0.415392 -0.541660 -0.147525 1 1
-0.436292 -0.582464 -0.164448 1 1
-0.460181 -0.627266 -0.195306 1 1
0.018605 0.152156 0.093370 1 1
-0.003292 0.110356 0.075452 1 1
-0.025188 0.067547 0.061516 1 1
-0.047085 0.025746 0.048576 -1 1
-0.069978 -0.019056 0.036630 -1 1
-0.092871 -0.062849 0.022694 1 1
-0.113771 -0.103665 0.003781 1 1
-0.135668 -0.147459 -0.005178 1 1
-0.158561 -0.191264 -0.016128 1 1
-0.180482 -0.233077 -0.034046 1 1
-0.203375 -0.277867 -0.044000 1 1
-0.225272 -0.321660 -0.060922 1 1
-0.248165 -0.364469 -0.076849 1 1
-0.270062 -0.408262 -0.087799 1 1
-0.290962 -0.449079 -0.103726 1 1
-0.312859 -0.491888 -0.116667 1 1
-0.335752 -0.535681 -0.129608 1 1
-0.357648 -0.578490 -0.144539 1 1
-0.379569 -0.621287 -0.154494 1 1
-0.402462 -0.665093 -0.175398 1 1
0.056444 0.100404 0.091379 1 1
0.035544 0.059588 0.077443 1 1
0.014644 0.018771 0.063507 -1 1
-0.009246 -0.027015 0.048576 -1 1
-0.030170 -0.068827 0.031653 1 1
-0.052067 -0.111624 0.020703 1 1
-0.075956 -0.157423 0.008758 1 1
-0.097853 -0.200220 -0.008164 1 1
-0.118753 -0.241036 -0.019114 1 1
-0.142643 -0.286822 -0.034046 1 1
-0.163543 -0.328635 -0.046986 1 1
-0.185440 -0.370448 -0.064904 1 1
-0.208333 -0.414241 -0.074859 1 1
-0.229258 -0.456054 -0.090786 1 1
-0.250158 -0.495861 -0.101735 1 1
-0.273051 -0.540663 -0.112685 1 1
-0.294948 -0.584457 -0.128612 1 1
-0.315848 -0.624277 -0.142548 1 1
-0.338741 -0.668082 -0.156484 1 1
-0.361634 -0.712872 -0.171416 1 1
-0.169522 -0.466006 -0.080831 1 1
-0.191418 -0.508803 -0.089790 1 1
-0.215308 -0.554601 -0.106713 1 1
-0.238201 -0.598394 -0.117662 1 1
-0.258105 -0.638214 -0.132594 1 1
-0.280026 -0.681023 -0.145535 1 1
-0.301922 -0.723820 -0.161462 1 1
-0.323819 -0.765633 -0.176393 1 1
0.094259 0.047643 0.092375 1 1
0.074355 0.008819 0.074457 1 1
0.050466 -0.036967 0.059525 -1 1
0.028569 -0.079776 0.044594 1 1
0.008665 -0.119596 0.033644 1 1
-0.015224 -0.165382 0.020703 1 1
-0.037121 -0.207195 0.000795 1 1
-0.058021 -0.247999 -0.009160 1 1
-0.080939 -0.293797 -0.021105 1 1
-0.102835 -0.336594 -0.036036 1 1
-0.123735 -0.376414 -0.051963 1 1
-0.147625 -0.422200 -0.064904 1 1
0.131102 0.010812 0.090384 1 1
0.107213 -0.034974 0.073461 1 1
0.085316 -0.077783 0.059525 1 1
0.065412 -0.117603 0.049571 1 1
0.043491 -0.161396 0.033644 1 1
0.019602 -0.205202 0.018713 1 1
-0.000302 -0.246018 0.002786 1 1
-0.023195 -0.290808 -0.009160 1 1
-0.047085 -0.335598 -0.022100 1 1
-0.067985 -0.376414 -0.038027 1 1
-0.090878 -0.422200 -0.051963 1 1
-0.113771 -0.465009 -0.065900 1 1
-0.133675 -0.505825 -0.078840 1 1
-0.156568 -0.549619 -0.094767 1 1
-0.180482 -0.595405 -0.102731 1 1
-0.200386 -0.634228 -0.115672 1 1
-0.223279 -0.678034 -0.129608 1 1
-0.245176 -0.720831 -0.146530 1 1
-0.265080 -0.760651 -0.158475 1 1
-0.287973 -0.805453 -0.180375 1 1
0.184859 -0.023029 0.096356 1 1
0.162963 -0.065838 0.081425 1 1
0.142063 -0.107651 0.070475 1 1
0.121138 -0.148455 0.055544 1 1
0.098245 -0.192261 0.040612 1 1
0.076348 -0.235058 0.028667 1 1
0.054451 -0.276870 0.012740 1 1
0.032555 -0.320676 0.003781 1 1
0.010658 -0.362476 -0.015132 1 1
-0.011239 -0.405285 -0.027077 1 1
-0.034132 -0.450075 -0.042009 1 1
-0.056053 -0.492884 -0.056941 1 1
-0.076953 -0.533688 -0.073863 1 1
-0.098850 -0.576497 -0.083818 1 1
-0.121743 -0.619307 -0.093772 1 1
