# x y z pred gt
-0.601042 -0.485639 -0.044276 1 1
-0.618864 -0.519733 -0.061323 1 1
-0.611890 -0.304320 0.043285 1 1
-0.628937 -0.337639 0.028562 1 1
-0.610340 -0.397304 -0.002433 1 1
-0.628937 -0.433723 -0.015605 1 1
-0.628937 -0.229933 0.088227 1 1
-0.644434 -0.261702 0.069630 1 1
-0.562298 -0.203587 0.095201 1 1
-0.580120 -0.239231 0.077379 1 1
-0.595618 -0.270226 0.061107 1 1
-0.511157 -0.198163 0.092101 1 1
-0.528204 -0.233032 0.072730 1 1
-0.545251 -0.266351 0.061107 1 1
-0.561523 -0.298896 0.041735 1 1
-0.578571 -0.332990 0.027787 1 1
-0.594843 -0.365535 0.012290 1 1
-0.450717 -0.184215 0.095976 1 1
-0.467764 -0.218310 0.080478 1 1
-0.485586 -0.253179 0.061881 1 1
-0.501084 -0.284948 0.051033 1 1
-0.518131 -0.319042 0.030112 1 1
-0.535178 -0.353912 0.016939 1 1
-0.552225 -0.387231 -0.000883 1 1
-0.568497 -0.419775 -0.014831 1 1
-0.585544 -0.453870 -0.031878 1 1
-0.401126 -0.174142 0.095201 1 1
-0.416623 -0.204362 0.087452 1 1
-0.434445 -0.240781 0.064206 1 1
-0.451492 -0.273325 0.051033 1 1
-0.466215 -0.304320 0.032436 1 1
-0.484037 -0.339189 0.021588 1 1
-0.500309 -0.372508 0.001442 1 1
-0.516581 -0.404278 -0.011731 1 1
-0.534403 -0.439922 -0.026454 1 1
-0.550675 -0.472466 -0.039626 1 1
-0.565398 -0.502686 -0.057448 1 1
-0.386403 -0.237681 0.062656 1 1
-0.403450 -0.271001 0.052583 1 1
-0.418948 -0.302770 0.031662 1 1
-0.435220 -0.334540 0.017714 1 1
-0.452267 -0.369409 0.005316 1 1
-0.469314 -0.402728 -0.009406 1 1
-0.484811 -0.435273 -0.028778 1 1
-0.502633 -0.470142 -0.044276 1 1
-0.519681 -0.504236 -0.061323 1 1
-0.353084 -0.171043 0.095201 1 1
-0.370131 -0.204362 0.083578 1 1
-0.315115 -0.185765 0.085902 1 1
-0.330613 -0.215985 0.071180 1 1
