# x y z pred gt
0.740790 0.574416 -0.161898 0 5
0.653232 0.406913 -0.085760 0 5
0.573288 0.247024 0.009411 0 5
0.489536 0.562995 -0.142864 0 5
0.401978 0.391685 -0.089567 0 5
0.322034 0.231797 -0.002009 0 5
0.230669 0.052873 0.077935 0 5
0.146917 -0.114629 0.169300 0 5
0.066973 -0.270711 0.253052 0 5
0.097428 0.262252 -0.005816 0 5
0.013677 0.098556 0.066515 0 5
-0.070075 -0.061333 0.157880 0 5
0.257317 0.578222 -0.154284 0 5
0.177372 0.422140 -0.085760 0 5
-0.035813 0.578222 -0.142864 0 5
-0.119564 0.414527 -0.078147 0 5
-0.195702 0.262252 -0.005816 0 5
-0.287067 0.087135 0.089356 0 5
-0.294681 0.593450 -0.146671 0 5
-0.374625 0.441175 -0.104795 0 5
-0.458376 0.273672 0.013218 0 5
-0.530707 0.642939 -0.169512 0 5
-0.606844 0.490664 -0.112409 0 5
-0.816223 0.528733 -0.127636 0 5
0.550446 0.353617 -0.066726 0 5
0.546639 0.540154 -0.146671 0 5
0.310613 -0.049912 0.123618 0 5
0.299192 0.326968 -0.059112 0 5
0.295385 0.502085 -0.127636 0 5
0.078393 -0.213608 0.226403 0 5
0.074587 -0.034685 0.119811 0 5
0.070780 0.159466 0.017025 0 5
0.066973 0.353617 -0.055305 0 5
0.063166 0.524926 -0.139057 0 5
-0.169054 -0.034685 0.138845 0 5
-0.172860 0.144238 0.032253 0 5
-0.176667 0.334582 -0.051499 0 5
-0.180474 0.513505 -0.120022 0 5
-0.359397 0.060487 0.066515 0 5
-0.363204 0.243217 -0.002009 0 5
-0.367011 0.425947 -0.100988 0 5
-0.370818 0.616291 -0.173319 0 5
-0.587810 0.395492 -0.074340 0 5
-0.591617 0.574416 -0.173319 0 5
-0.808609 0.471630 -0.116216 0 5
0.973010 0.083328 -0.215194 0 7
0.885451 -0.084174 -0.146671 0 7
0.801700 -0.251677 -0.108602 0 7
0.493343 0.087135 0.017025 0 7
0.405785 -0.084174 0.074128 0 7
0.325841 -0.240256 0.100777 0 7
0.245896 -0.400145 0.154073 0 7
0.158338 -0.563841 0.199755 0 7
0.082200 -0.719923 0.226403 0 7
0.881645 0.433561 -0.135250 0 7
0.805507 0.277479 -0.123829 0 7
0.721756 0.117590 -0.089567 0 7
0.634198 -0.053719 -0.055305 0 7
0.554253 -0.209801 -0.013430 0 7
0.470502 -0.377304 0.032253 0 7
0.382944 -0.552420 0.074128 0 7
0.299192 -0.712309 0.135038 0 7
0.790280 -0.152698 -0.108602 0 7
0.786473 0.041453 -0.108602 0 7
0.778859 0.216569 -0.120022 0 7
0.775052 0.391685 -0.093374 0 7
0.561867 -0.209801 -0.017237 0 7
0.558060 -0.027071 -0.017237 0 7
0.554253 0.167080 -0.002009 0 7
0.565674 -0.388724 -0.024850 0 7
0.322034 -0.590489 0.085549 0 7
0.318227 -0.411566 0.104583 0 7
0.314420 -0.225029 0.104583 0 7
0.093621 -0.761798 0.222597 0 7
0.089814 -0.594296 0.226403 0 7
0.086007 -0.407759 0.207369 0 7
-0.001551 -0.883619 0.256858 0 8
-0.016778 -0.434407 0.245438 0 8
-0.096723 -0.590489 0.176914 0 8
-0.176667 -0.746571 0.157880 0 8
-0.153826 -0.225029 0.165493 0 8
-0.237577 -0.388724 0.123618 0 8
-0.313715 -0.541000 0.089356 0 8
-0.363204 -0.065140 0.055094 0 8
-0.443149 -0.221222 0.028446 0 8
-0.530707 -0.396338 -0.009623 0 8
-0.542128 0.113783 -0.036271 0 8
-0.618265 -0.042299 -0.070533 0 8
-0.702016 -0.205994 -0.112409 0 8
-0.694403 0.323162 -0.093374 0 8
-0.781961 0.151852 -0.139057 0 8
-0.861905 -0.004230 -0.169512 0 8
-0.153826 -0.750378 0.180721 0 8
-0.157633 -0.579068 0.169300 0 8
-0.161440 -0.388724 0.161687 0 8
-0.165247 -0.209801 0.165493 0 8
-0.347977 -0.491510 0.081742 0 8
-0.351784 -0.301166 0.066515 0 8
-0.355591 -0.110822 0.058901 0 8
-0.568776 -0.502931 -0.021044 0 8
-0.572583 -0.331621 -0.032464 0 8
-0.576389 -0.148891 -0.043885 0 8
-0.580196 0.037646 -0.059112 0 8
-0.584003 0.212762 -0.055305 0 8
-0.793381 -0.270711 -0.104795 0 8
-0.797188 -0.076561 -0.120022 0 8
-0.800995 0.090942 -0.120022 0 8
-0.804802 0.277479 -0.120022 0 8
