# x y z pred gt
-0.028784 0.441109 0.096875 0 1
0.025891 0.453978 0.084009 0 1
0.007397 0.420201 0.107329 0 1
-0.009486 0.388840 0.105721 0 1
-0.027979 0.355868 0.093659 0 1
0.074136 0.453978 0.086423 0 1
0.054838 0.418592 0.105721 0 1
0.037954 0.386425 0.103308 0 1
0.021071 0.355868 0.104917 0 1
0.001773 0.320491 0.108133 0 1
-0.016730 0.286715 0.103308 0 1
0.180285 0.451563 0.091247 0 1
0.162597 0.418592 0.104112 0 1
0.144094 0.384020 0.101700 0 1
0.126405 0.351853 0.103308 0 1
0.107107 0.316467 0.100092 0 1
0.089419 0.284310 0.101700 0 1
0.071731 0.251338 0.101700 0 1
0.054033 0.218367 0.103308 0 1
0.035540 0.184600 0.104112 0 1
0.017851 0.150823 0.104112 0 1
0.000163 0.118657 0.108133 0 1
-0.018330 0.084880 0.094463 -1 1
0.114342 0.440304 0.102505 0 1
0.094239 0.403318 0.103308 0 1
0.076550 0.371151 0.101700 0 1
0.058057 0.336570 0.100092 0 1
0.038759 0.300388 0.102505 0 1
0.021876 0.269831 0.104917 0 1
0.004178 0.236055 0.107329 0 1
-0.015120 0.201483 0.100896 0 1
0.220491 0.426631 0.108938 0 1
0.201193 0.390449 0.100092 0 1
0.183505 0.358283 0.101700 0 1
0.165806 0.326116 0.099288 0 1
0.146508 0.289934 0.099288 0 1
0.128820 0.256963 0.099288 0 1
0.110327 0.223196 0.099288 0 1
0.091029 0.187810 0.100092 0 1
0.072536 0.153238 0.101700 0 1
0.055643 0.121876 0.101700 0 1
0.037149 0.087295 0.100896 0 1
0.019461 0.055128 0.100092 0 1
0.001773 0.021361 0.105721 -1 1
-0.018330 -0.015635 0.093659 -1 1
0.278385 0.429850 0.108133 0 1
0.260697 0.396074 0.102505 0 1
0.241399 0.359892 0.102505 0 1
0.223710 0.327726 0.103308 0 1
0.205207 0.293154 0.100092 0 1
0.186714 0.258573 0.099288 0 1
0.168221 0.225601 0.099288 0 1
0.150533 0.192639 0.100092 0 1
0.131235 0.156448 0.100896 0 1
0.114342 0.125086 0.100092 0 1
0.096653 0.092929 0.100896 0 1
0.078160 0.059153 0.100092 0 1
0.061277 0.026986 0.103308 0 1
0.042784 -0.006781 0.104112 0 1
0.024281 -0.041362 0.105721 0 1
0.006592 -0.073529 0.108938 0 1
-0.011901 -0.107296 0.096072 0 1
0.395783 0.446734 0.102505 0 1
0.378095 0.413772 0.104917 0 1
0.360407 0.380800 0.102505 0 1
0.341109 0.345424 0.101700 0 1
0.323420 0.311647 0.101700 0 1
0.304917 0.278676 0.100092 0 1
0.286424 0.244104 0.099288 0 1
0.267931 0.210327 0.098484 0 1
0.249438 0.174941 0.097680 0 1
0.231750 0.141979 0.099288 0 1
0.213257 0.108203 0.098484 0 1
0.194754 0.074426 0.099288 0 1
0.176260 0.039855 0.100092 0 1
0.158572 0.007688 0.100092 0 1
0.140884 -0.025284 0.101700 0 1
0.123196 -0.059050 0.102505 0 1
0.105498 -0.091217 0.098484 0 1
0.087004 -0.125799 0.101700 0 1
0.068511 -0.159565 0.098484 0 1
0.051628 -0.190927 0.102505 0 1
0.033125 -0.225509 0.103308 0 1
0.014632 -0.258470 0.108133 0 1
-0.003861 -0.293052 0.100896 0 1
0.339499 0.449148 0.096072 0 1
0.323420 0.420201 0.102505 0 1
0.304917 0.385630 0.100896 0 1
0.285619 0.350243 0.100896 0 1
0.268736 0.318882 0.100896 0 1
0.250243 0.284310 0.101700 0 1
0.230140 0.248119 0.097680 0 1
0.214052 0.216757 0.100092 0 1
0.195558 0.183795 0.099288 0 1
0.176260 0.147604 0.097680 0 1
0.158572 0.114632 0.098484 0 1
0.140079 0.080061 0.099288 0 1
0.119976 0.043879 0.100092 0 1
0.103093 0.012517 0.101700 0 1
0.085395 -0.021259 0.103308 0 1
0.066096 -0.055841 0.101700 0 1
0.049213 -0.087193 0.102505 0 1
0.030720 -0.121774 0.104112 0 1
0.011422 -0.157955 0.107329 0 1
-0.005471 -0.189317 0.098484 0 1
0.504347 0.441914 0.108938 0 1
0.485049 0.406528 0.102505 0 1
0.467351 0.374371 0.100092 0 1
0.448053 0.337375 0.100896 0 1
0.430365 0.305218 0.100896 0 1
0.413481 0.273856 0.100092 0 1
0.394978 0.239275 0.097680 0 1
0.375680 0.204703 0.099288 0 1
0.357992 0.171731 0.099288 0 1
0.339499 0.137150 0.096875 0 1
0.321006 0.102578 0.096875 0 1
0.303317 0.069607 0.098484 0 1
0.284019 0.034220 0.098484 0 1
0.265516 0.000454 0.097680 0 1
0.248633 -0.032518 0.097680 0 1
0.229335 -0.067090 0.098484 0 1
0.210842 -0.100866 0.102505 0 1
0.193949 -0.132228 0.100092 0 1
0.176260 -0.166005 0.099288 0 1
0.157767 -0.198966 0.098484 0 1
0.140884 -0.231133 0.099288 0 1
0.121586 -0.267324 0.100896 0 1
0.103888 -0.299481 0.101700 0 1
0.087004 -0.331648 0.102505 0 1
0.067706 -0.366229 0.103308 0 1
0.049213 -0.400801 0.105721 0 1
0.031525 -0.433773 0.096072 0 1
0.442428 0.433875 0.107329 0 1
0.425535 0.402513 0.102505 0 1
0.407847 0.368737 0.101700 0 1
0.388549 0.333360 0.101700 0 1
0.371666 0.301193 0.101700 0 1
0.353977 0.268222 0.098484 0 1
0.333874 0.232845 0.096875 0 1
0.316981 0.200678 0.098484 0 1
0.298488 0.166097 0.099288 0 1
0.279995 0.131525 0.098484 0 1
0.262307 0.099359 0.098484 0 1
0.244609 0.066387 0.098484 0 1
0.225310 0.031011 0.099288 0 1
0.207622 -0.001961 0.100896 0 1
0.188324 -0.037338 0.100092 0 1
0.169026 -0.072724 0.100092 0 1
0.152143 -0.104891 0.100896 0 1
0.133640 -0.138657 0.100896 0 1
0.115147 -0.173239 0.100896 0 1
0.098263 -0.204601 0.100092 0 1
0.079770 -0.238367 0.100896 0 1
0.060472 -0.274559 0.102505 0 1
0.043579 -0.305116 0.102505 0 1
0.025086 -0.340492 0.104917 0 1
0.005788 -0.375878 0.108938 0 1
0.330655 -0.225509 0.099288 0 1
0.312162 -0.259275 0.100092 0 1
0.293668 -0.293857 0.100092 0 1
0.274361 -0.329233 0.102505 0 1
0.257477 -0.362205 0.102505 0 1
0.238984 -0.396786 0.102505 0 1
0.220491 -0.430553 0.097680 0 1
0.630590 0.437890 0.107329 0 1
0.612901 0.404123 0.104112 0 1
0.595213 0.371956 0.100896 0 1
0.576710 0.337375 0.101700 0 1
0.558217 0.301998 0.101700 0 1
0.539724 0.268222 0.100896 0 1
0.521231 0.233650 0.097680 0 1
0.502737 0.199874 0.100092 0 1
0.485049 0.166902 0.098484 0 1
0.466546 0.133135 0.097680 0 1
0.431170 0.067192 0.116175 0 1
0.412676 0.031815 0.097680 0 1
0.394183 -0.001156 0.096072 0 1
0.375680 -0.035738 0.098484 0 1
0.357187 -0.070309 0.097680 0 1
0.338694 -0.104891 0.099288 0 1
0.321006 -0.137853 0.096875 0 1
0.302513 -0.171629 0.100092 0 1
0.284019 -0.205406 0.100896 0 1
0.265516 -0.239172 0.097680 0 1
0.248633 -0.272144 0.099288 0 1
0.230140 -0.305116 0.100896 0 1
0.212452 -0.338077 0.102505 0 1
0.194754 -0.371049 0.102505 0 1
0.176260 -0.405630 0.105721 0 1
0.564656 0.450758 0.104112 0 1
