# x y z pred gt
-0.730480 -0.142829 0.057558 6 1
-0.751842 -0.187590 0.047385 6 1
0.638782 0.137941 -0.063498 7 1
0.616401 0.094198 -0.078758 7 1
0.603176 0.201012 -0.036032 7 1
0.579779 0.154217 -0.049257 7 1
0.557399 0.109457 -0.057395 7 1
0.566554 0.249842 -0.019755 7 1
0.542140 0.202029 -0.029928 7 1
0.520777 0.158286 -0.036032 7 1
0.498396 0.112509 -0.047222 7 1
0.530950 0.327155 0.007711 7 1
0.508570 0.281377 -0.003479 7 1
0.485173 0.235600 -0.012634 7 1
0.462792 0.190839 -0.019755 7 1
0.439394 0.143027 -0.031963 7 1
0.507553 0.412607 0.041281 7 1
0.486190 0.367846 0.029074 7 1
0.462792 0.323086 0.018902 7 1
0.441429 0.278326 0.006694 7 1
0.418032 0.231531 -0.005513 7 1
0.396668 0.187788 -0.014669 7 1
0.373271 0.142010 -0.022807 0 1
0.442447 0.426849 0.050437 7 1
0.420067 0.380054 0.042299 7 1
0.398703 0.337328 0.032126 7 1
0.374288 0.288498 0.019919 7 1
0.351908 0.243738 0.008728 7 1
0.329529 0.198978 -0.000427 7 1
0.362081 0.396331 0.051454 7 1
0.338684 0.349536 0.039247 7 1
0.316304 0.303758 0.034161 7 1
0.293923 0.257980 0.021953 7 1
0.269508 0.210168 0.013815 7 1
0.258318 0.348518 0.050437 7 1
0.234921 0.300706 0.041281 7 1
0.211524 0.254929 0.033143 7 1
0.190160 0.210168 0.021953 0 1
0.178970 0.303758 0.052472 7 1
0.156590 0.258997 0.043316 7 1
0.134209 0.214237 0.034161 0 1
0.103692 0.265101 0.053489 7 1
-0.047883 0.073852 0.019919 -1 1
-0.070264 0.029092 0.010763 6 1
-0.093661 -0.017703 -0.001444 6 1
-0.116041 -0.063481 -0.014669 6 1
-0.139438 -0.109259 -0.021790 6 1
-0.161818 -0.156053 -0.030945 6 1
-0.184199 -0.200814 -0.040101 6 1
-0.207597 -0.248626 -0.051291 6 1
-0.228959 -0.291352 -0.067568 6 1
0.043671 0.256963 0.057558 -1 1
-0.053987 0.193891 0.053489 -1 1
-0.076367 0.149131 0.042299 6 1
-0.097731 0.106405 0.033143 6 1
-0.121128 0.058593 0.022970 6 1
-0.144525 0.013833 0.012798 6 1
-0.165888 -0.030928 0.004660 6 1
-0.189286 -0.076706 -0.005513 6 1
-0.212683 -0.124518 -0.014669 6 1
-0.234046 -0.167244 -0.023825 6 1
-0.257443 -0.214038 -0.036032 6 1
-0.279824 -0.259817 -0.044170 6 1
-0.301187 -0.303560 -0.054343 6 1
-0.324584 -0.349337 -0.075706 6 1
-0.116041 0.179649 0.059593 -1 1
-0.137405 0.136924 0.050437 6 1
-0.159785 0.091146 0.040264 6 1
-0.184199 0.042316 0.028057 6 1
-0.205562 -0.000409 0.017884 6 1
-0.228959 -0.048222 0.011781 6 1
-0.253375 -0.095017 -0.002462 6 1
-0.275755 -0.140795 -0.008565 6 1
-0.297117 -0.183520 -0.021790 6 1
-0.320514 -0.232350 -0.032980 6 1
-0.342894 -0.277110 -0.039084 6 1
-0.365275 -0.321871 -0.051291 6 1
-0.388673 -0.368666 -0.058412 6 1
-0.193354 0.147096 0.057558 6 1
-0.216753 0.099284 0.050437 6 1
-0.239133 0.054524 0.039247 6 1
-0.261513 0.009763 0.033143 6 1
-0.284910 -0.038049 0.017884 6 1
-0.308307 -0.084844 0.007711 6 1
-0.329671 -0.126552 0.003642 6 1
-0.353068 -0.174364 -0.009583 6 1
-0.377483 -0.223194 -0.019755 6 1
-0.398845 -0.266937 -0.027894 6 1
-0.446658 -0.362561 -0.049257 6 1
-0.468021 -0.405288 -0.058412 6 1
-0.490402 -0.449031 -0.072654 6 1
-0.274737 0.097250 0.061627 6 1
-0.298135 0.052489 0.047385 6 1
-0.320514 0.005694 0.037213 6 1
-0.342894 -0.040083 0.030092 6 1
-0.366293 -0.085861 0.019919 6 1
-0.387655 -0.129605 0.007711 6 1
-0.412070 -0.177416 -0.000427 6 1
-0.433433 -0.221159 -0.011617 6 1
-0.455813 -0.265920 -0.020772 6 1
-0.478193 -0.310681 -0.029928 6 1
-0.499557 -0.354424 -0.042136 6 1
-0.522954 -0.401219 -0.051291 6 1
-0.545334 -0.444962 -0.062481 6 1
-0.362223 0.045368 0.054506 6 1
-0.384603 -0.000409 0.043316 6 1
-0.410035 -0.050256 0.034161 6 1
-0.431399 -0.092982 0.026022 6 1
-0.454796 -0.139777 0.014832 6 1
-0.479211 -0.188606 0.005677 6 1
-0.500574 -0.232350 -0.004496 6 1
-0.522954 -0.277110 -0.017721 6 1
-0.546351 -0.324923 -0.024842 6 1
-0.591111 -0.413426 -0.045187 6 1
-0.615527 -0.462255 -0.052308 6 1
-0.419191 0.022988 0.056541 6 1
-0.442589 -0.022790 0.047385 6 1
-0.464970 -0.068567 0.036195 6 1
-0.487350 -0.112310 0.025005 6 1
-0.509729 -0.158088 0.019919 6 1
-0.532109 -0.202848 0.007711 6 1
-0.553473 -0.244557 -0.001444 6 1
-0.599250 -0.338147 -0.024842 6 1
-0.620614 -0.380873 -0.029928 6 1
-0.645027 -0.428685 -0.040101 6 1
-0.498538 -0.025841 0.052472 6 1
-0.519902 -0.069585 0.042299 6 1
-0.543299 -0.116379 0.034161 6 1
-0.566698 -0.163174 0.022970 6 1
-0.588060 -0.205901 0.014832 6 1
-0.610440 -0.249644 0.006694 6 1
-0.634855 -0.299490 -0.005513 6 1
-0.657236 -0.343234 -0.013651 6 1
-0.559576 -0.048222 0.055524 6 1
-0.581956 -0.091965 0.046368 6 1
-0.604337 -0.137742 0.037213 6 1
-0.650114 -0.228280 0.018902 6 1
-0.672494 -0.275076 0.009746 6 1
-0.694875 -0.319836 0.000590 6 1
-0.638924 -0.070602 0.058575 3 1
-0.662321 -0.118414 0.049420 6 1
-0.685720 -0.165209 0.042299 6 1
-0.707082 -0.207935 0.034161 6 1
-0.757946 -0.156053 0.050437 6 1
-0.718272 -0.206917 0.029074 6 1
-0.693858 -0.156053 0.037213 6 1
-0.668426 -0.105189 0.049420 6 1
-0.695891 -0.308646 -0.005513 6 1
-0.671478 -0.260833 0.003642 6 1
-0.645027 -0.205901 0.019919 6 1
-0.620614 -0.157071 0.030092 6 1
-0.599250 -0.112310 0.038230 6 1
-0.571783 -0.059412 0.048402 6 1
-0.660287 -0.364596 -0.023825 6 1
-0.635872 -0.314750 -0.015686 6 1
-0.611457 -0.264903 -0.002462 6 1
-0.587043 -0.216073 0.002625 6 1
-0.561611 -0.164192 0.020936 6 1
-0.538214 -0.117397 0.030092 6 1
-0.512782 -0.064499 0.039247 6 1
-0.489383 -0.017703 0.047385 6 1
-0.608405 -0.400201 -0.045187 6 1
-0.586025 -0.353406 -0.032980 6 1
-0.562628 -0.306611 -0.024842 6 1
-0.536179 -0.252696 -0.013651 6 1
-0.511764 -0.202848 -0.001444 6 1
-0.487350 -0.153002 0.010763 6 1
-0.460900 -0.101120 0.020936 6 1
-0.436486 -0.051273 0.033143 6 1
-0.413087 -0.002444 0.046368 6 1
-0.387655 0.047403 0.054506 -1 1
-0.579921 -0.478532 -0.073671 6 1
-0.555508 -0.428685 -0.059429 6 1
-0.530076 -0.375787 -0.043153 6 1
-0.505660 -0.327974 -0.032980 6 1
-0.481245 -0.278128 -0.024842 6 1
-0.457848 -0.230315 -0.013651 6 1
-0.433433 -0.181485 -0.001444 6 1
-0.409019 -0.131639 0.007711 6 1
-0.385622 -0.084844 0.015849 6 1
-0.361206 -0.033980 0.026022 6 1
-0.336791 0.014850 0.038230 6 1
-0.312377 0.063679 0.049420 6 1
-0.488367 -0.432754 -0.074689 6 1
-0.463951 -0.383925 -0.058412 6 1
-0.438519 -0.332043 -0.048239 6 1
-0.412070 -0.280162 -0.035015 6 1
-0.388673 -0.231333 -0.021790 6 1
-0.364258 -0.182503 -0.014669 6 1
-0.339843 -0.132656 -0.002462 6 1
-0.317462 -0.086878 0.005677 6 1
-0.291014 -0.034997 0.015849 6 1
-0.264565 0.018919 0.029074 6 1
-0.242185 0.064697 0.041281 6 1
-0.217769 0.114543 0.051454 6 1
-0.409019 -0.391046 -0.088931 6 1
-0.383587 -0.339164 -0.055360 6 1
-0.359171 -0.289318 -0.050274 6 1
-0.335774 -0.241505 -0.039084 6 1
-0.311359 -0.191659 -0.023825 6 1
-0.286945 -0.141811 -0.014669 6 1
-0.262530 -0.093999 -0.004496 6 1
