# x y z pred gt
-0.699539 0.034220 0.245962 0 1
-0.731995 -0.032102 0.196573 0 1
-0.647328 -0.209903 0.052639 0 1
-0.681195 -0.277637 0.000428 0 1
-0.713650 -0.339726 -0.048962 0 1
-0.743284 -0.398993 -0.094117 0 1
-0.778562 -0.468138 -0.144918 0 1
-0.612050 0.022931 0.244551 0 1
-0.645917 -0.044802 0.186695 0 1
-0.678372 -0.109714 0.131662 0 1
-0.712239 -0.176036 0.078039 0 1
-0.743284 -0.239537 0.032883 0 1
-0.775739 -0.301626 -0.017917 0 1
-0.477994 -0.027869 0.206451 0 1
-0.511860 -0.095603 0.152828 0 1
-0.544316 -0.160514 0.100617 0 1
-0.576772 -0.222603 0.044172 0 1
-0.612050 -0.291748 -0.008039 0 1
-0.644505 -0.358071 -0.060251 0 1
-0.675550 -0.420160 -0.118106 0 1
-0.709417 -0.487893 -0.168907 0 1
-0.551372 -0.017991 0.210684 0 1
-0.583827 -0.082903 0.162706 0 1
-0.617694 -0.149225 0.102028 0 1
-0.410260 -0.043391 0.205040 0 1
-0.445538 -0.113947 0.145773 0 1
-0.476582 -0.173214 0.093561 0 1
-0.509038 -0.239537 0.037117 0 1
-0.542905 -0.305859 -0.012273 0 1
-0.575361 -0.369360 -0.064484 0 1
-0.604994 -0.428627 -0.119517 0 1
-0.638861 -0.496360 -0.173140 0 1
-0.671317 -0.558449 -0.225351 0 1
-0.741873 -0.549983 -0.228174 0 1
-0.295959 0.003176 0.255840 0 1
-0.328415 -0.061736 0.202217 0 1
-0.362282 -0.128058 0.145773 0 1
-0.394738 -0.194381 0.089328 0 1
-0.427193 -0.256470 0.034294 0 1
-0.459649 -0.319970 -0.016506 0 1
-0.492105 -0.383471 -0.071539 0 1
-0.524560 -0.451204 -0.123751 0 1
-0.558427 -0.516116 -0.181607 0 1
-0.592294 -0.582438 -0.233818 0 1
-0.239515 -0.043391 0.220562 0 1
-0.274793 -0.112536 0.164117 0 1
-0.305837 -0.173214 0.111906 0 1
-0.338293 -0.238126 0.061106 0 1
-0.372160 -0.305859 0.001839 0 1
-0.406027 -0.372182 -0.053195 0 1
-0.435660 -0.431449 -0.103995 0 1
-0.470938 -0.500594 -0.157618 0 1
-0.503394 -0.564094 -0.208418 0 1
-0.064536 -0.061736 0.221973 0 1
-0.096992 -0.125236 0.165528 0 1
-0.130859 -0.192970 0.111906 0 1
-0.160492 -0.253648 0.062517 0 1
-0.191537 -0.314326 0.011716 0 1
-0.226815 -0.384882 -0.044728 0 1
-0.259270 -0.448382 -0.102584 0 1
-0.147792 -0.054680 0.224795 0 1
-0.180248 -0.119592 0.168351 0 1
-0.214115 -0.185914 0.114728 0 1
-0.243748 -0.246592 0.062517 0 1
-0.277615 -0.311504 0.008894 0 1
-0.310071 -0.376415 -0.047550 0 1
-0.342526 -0.441327 -0.099762 0 1
-0.374982 -0.504827 -0.150562 0 1
-0.410260 -0.573972 -0.204185 0 1
-0.290315 -0.509060 -0.156207 0 1
0.113265 -0.097014 0.209273 0 1
0.082220 -0.157692 0.157062 0 1
0.046942 -0.226837 0.107673 0 1
0.014487 -0.290337 0.048406 0 1
-0.017969 -0.355248 -0.010861 0 1
-0.053247 -0.424393 -0.063073 0 1
-0.085703 -0.489305 -0.118106 0 1
-0.116747 -0.549983 -0.168907 0 1
-0.150614 -0.616305 -0.221118 0 1
0.035653 -0.080080 0.224795 0 1
0.001786 -0.147814 0.165528 0 1
-0.030669 -0.211314 0.117550 0 1
-0.063125 -0.273404 0.062517 0 1
-0.094170 -0.336904 0.010305 0 1
-0.126625 -0.400404 -0.047550 0 1
-0.159081 -0.465316 -0.096940 0 1
-0.190126 -0.527405 -0.153384 0 1
-0.222581 -0.590905 -0.205596 0 1
-0.255037 -0.655816 -0.249340 0 1
0.209221 -0.081492 0.244551 0 1
0.289654 -0.088547 0.243140 0 1
0.260021 -0.147814 0.188106 0 1
0.226154 -0.214137 0.127428 0 1
0.193698 -0.279048 0.075217 0 1
0.161243 -0.342548 0.017361 0 1
0.125965 -0.411693 -0.034850 0 1
0.094920 -0.475193 -0.087062 0 1
0.065287 -0.534460 -0.137862 0 1
0.031420 -0.600783 -0.192896 0 1
-0.003858 -0.668517 -0.243696 0 1
0.178176 -0.142170 0.183873 0 1
0.144309 -0.209903 0.127428 0 1
0.110443 -0.277637 0.073806 0 1
0.079398 -0.336904 0.018772 0 1
0.045531 -0.404638 -0.034850 0 1
0.013075 -0.469549 -0.087062 0 1
-0.019380 -0.533049 -0.144918 0 1
-0.050425 -0.596550 -0.192896 0 1
0.379966 -0.112536 0.229029 0 1
0.347510 -0.174625 0.171173 0 1
0.316466 -0.238126 0.126017 0 1
0.282599 -0.303037 0.065339 0 1
0.250143 -0.369360 0.006072 0 1
0.217688 -0.432860 -0.039084 0 1
0.185232 -0.497771 -0.099762 0 1
0.151365 -0.562683 -0.150562 0 1
0.117498 -0.629005 -0.204185 0 1
0.364444 -0.516116 -0.094117 0 1
0.333399 -0.579616 -0.147740 0 1
0.302355 -0.640294 -0.195718 0 1
0.268488 -0.706617 -0.250751 0 1
0.482978 -0.097014 0.255840 0 1
0.450522 -0.161925 0.196573 0 1
0.420888 -0.219781 0.145773 0 1
0.388433 -0.283281 0.104850 0 1
0.355977 -0.348193 0.038528 0 1
0.323521 -0.413104 -0.015095 0 1
0.289654 -0.478016 -0.070128 0 1
0.258610 -0.538694 -0.118106 0 1
0.226154 -0.602194 -0.173140 0 1
0.193698 -0.667105 -0.225351 0 1
0.646667 -0.121003 0.254429 0 1
0.611389 -0.190148 0.193751 0 1
0.581756 -0.248003 0.140128 0 1
0.547889 -0.317148 0.085095 0 1
0.515433 -0.380649 0.032883 0 1
0.482978 -0.442738 -0.026384 0 1
0.450522 -0.509060 -0.077184 0 1
0.418066 -0.573972 -0.127984 0 1
0.388433 -0.631827 -0.183018 0 1
0.354566 -0.698150 -0.235229 0 1
0.563411 -0.123825 0.236084 0 1
0.529545 -0.191559 0.178228 0 1
0.498500 -0.253648 0.126017 0 1
0.463222 -0.321382 0.068161 0 1
0.429355 -0.389115 0.014539 0 1
0.398311 -0.449793 -0.041906 0 1
0.718634 -0.164748 0.221973 0 1
0.687590 -0.228248 0.171173 0 1
0.652312 -0.294570 0.110495 0 1
0.619856 -0.359482 0.055461 0 1
0.588811 -0.421571 0.004661 0 1
0.556356 -0.486482 -0.048962 0 1
0.521078 -0.554216 -0.105406 0 1
0.488622 -0.619127 -0.161851 0 1
0.454755 -0.684039 -0.212651 0 1
0.656545 -0.595138 -0.118106 0 1
0.626912 -0.652994 -0.180196 0 1
0.593045 -0.719317 -0.232407 0 1
0.672067 -0.410282 0.025828 0 1
0.638201 -0.475193 -0.033439 0 1
0.605745 -0.538694 -0.087062 0 1
0.573289 -0.605016 -0.140684 0 1
0.542245 -0.665694 -0.192896 0 1
0.506967 -0.734839 -0.247929 0 1
-0.747517 -0.562683 -0.228174 0 1
-0.751750 -0.490716 -0.167495 0 1
-0.754573 -0.411693 -0.105406 0 1
-0.757395 -0.336904 -0.036262 0 1
-0.676961 -0.545749 -0.211240 0 1
-0.679783 -0.470960 -0.149151 0 1
-0.682606 -0.397582 -0.094117 0 1
-0.685428 -0.327026 -0.037673 0 1
-0.688250 -0.255059 0.020183 0 1
-0.691072 -0.184503 0.076628 0 1
-0.693895 -0.115358 0.130250 0 1
-0.696717 -0.043391 0.193751 0 1
-0.700950 0.032809 0.254429 0 1
-0.590883 -0.581027 -0.229585 0 1
-0.595116 -0.509060 -0.170318 0 1
-0.597939 -0.434271 -0.113873 0 1
-0.600761 -0.363715 -0.053195 0 1
-0.603583 -0.288926 0.000428 0 1
-0.606405 -0.211314 0.061106 0 1
-0.609228 -0.140758 0.123195 0 1
-0.613461 -0.068791 0.176817 0 1
-0.616283 0.004587 0.238906 0 1
-0.520327 -0.576794 -0.214062 0 1
-0.524560 -0.502005 -0.153384 0 1
-0.527383 -0.427215 -0.101173 0 1
-0.530205 -0.360893 -0.043317 0 1
-0.533027 -0.284693 0.011716 0 1
-0.535849 -0.211314 0.070983 0 1
-0.538672 -0.144992 0.127428 0 1
-0.541494 -0.071614 0.175406 0 1
-0.544316 0.000353 0.240318 0 1
-0.434249 -0.610661 -0.235229 0 1
-0.437071 -0.535872 -0.175962 0 1
-0.439893 -0.461082 -0.120929 0 1
-0.442716 -0.393349 -0.067306 0 1
-0.445538 -0.321382 -0.008039 0 1
-0.448360 -0.243770 0.051228 0 1
-0.451182 -0.171803 0.106261 0 1
-0.455416 -0.098425 0.168351 0 1
-0.458238 -0.022225 0.226206 0 1
-0.348171 -0.621950 -0.233818 0 1
-0.352404 -0.548572 -0.175962 0 1
-0.355226 -0.473782 -0.119517 0 1
-0.358049 -0.400404 -0.061662 0 1
-0.360871 -0.329848 -0.009450 0 1
-0.363693 -0.255059 0.048406 0 1
-0.366515 -0.184503 0.104850 0 1
-0.369337 -0.111125 0.159884 0 1
-0.373571 -0.039158 0.220562 0 1
-0.263504 -0.609250 -0.218296 0 1
-0.266326 -0.540105 -0.163262 0 1
-0.269148 -0.462493 -0.106817 0 1
-0.271970 -0.389115 -0.046139 0 1
-0.274793 -0.321382 0.004661 0 1
-0.277615 -0.248003 0.065339 0 1
-0.280437 -0.174625 0.120373 0 1
-0.284670 -0.101247 0.178228 0 1
-0.287493 -0.023636 0.240318 0 1
-0.192948 -0.645939 -0.238051 0 1
-0.195770 -0.575383 -0.185840 0 1
-0.198592 -0.503416 -0.127984 0 1
-0.201414 -0.428627 -0.074362 0 1
-0.204237 -0.358071 -0.015095 0 1
-0.207059 -0.280459 0.044172 0 1
-0.209881 -0.209903 0.096384 0 1
-0.212703 -0.140758 0.159884 0 1
-0.216937 -0.064558 0.214917 0 1
-0.130859 -0.113947 0.185284 0 1
-0.135092 -0.034925 0.247373 0 1
-0.111103 -0.619127 -0.209829 0 1
-0.113925 -0.548572 -0.154795 0 1
-0.116747 -0.469549 -0.098351 0 1
-0.119570 -0.401815 -0.044728 0 1
-0.122392 -0.329848 0.017361 0 1
-0.125214 -0.252237 0.070983 0 1
-0.128036 -0.183092 0.131662 0 1
-0.026436 -0.658639 -0.228174 0 1
-0.030669 -0.589494 -0.175962 0 1
-0.033491 -0.514705 -0.120929 0 1
-0.036314 -0.439915 -0.064484 0 1
-0.039136 -0.370771 -0.008039 0 1
-0.041958 -0.294570 0.051228 0 1
-0.044780 -0.221192 0.109084 0 1
-0.047603 -0.147814 0.166939 0 1
-0.051836 -0.074436 0.223384 0 1
0.065287 -0.630416 -0.199951 0 1
0.062465 -0.557038 -0.147740 0 1
0.059642 -0.485071 -0.094117 0 1
0.056820 -0.415926 -0.041906 0 1
0.053998 -0.341137 0.021594 0 1
0.051176 -0.269170 0.075217 0 1
0.048353 -0.197203 0.137306 0 1
0.044120 -0.122414 0.192340 0 1
0.041298 -0.050447 0.251607 0 1
0.145720 -0.662872 -0.218296 0 1
0.142898 -0.592316 -0.167495 0 1
0.140076 -0.516116 -0.113873 0 1
0.137254 -0.452616 -0.058839 0 1
0.133020 -0.375004 0.004661 0 1
0.130198 -0.298804 0.062517 0 1
0.127376 -0.228248 0.113317 0 1
0.124554 -0.156281 0.166939 0 1
0.121731 -0.080080 0.234673 0 1
0.226154 -0.376415 0.010305 0 1
0.223332 -0.304448 0.059694 0 1
0.220510 -0.236715 0.117550 0 1
0.217688 -0.160514 0.178228 0 1
0.213454 -0.085725 0.238906 0 1
0.237443 -0.665694 -0.212651 0 1
0.234621 -0.592316 -0.161851 0 1
0.231799 -0.518938 -0.103995 0 1
0.228976 -0.452616 -0.048962 0 1
0.324932 -0.722139 -0.252163 0 1
0.322110 -0.650172 -0.190073 0 1
0.319288 -0.573972 -0.135040 0 1
0.316466 -0.500594 -0.080006 0 1
0.313644 -0.428627 -0.020739 0 1
0.310821 -0.355248 0.034294 0 1
0.307999 -0.284693 0.094972 0 1
0.305177 -0.214137 0.148595 0 1
0.300943 -0.140758 0.210684 0 1
0.406777 -0.668517 -0.199951 0 1
0.403955 -0.596550 -0.150562 0 1
0.399722 -0.521760 -0.092706 0 1
0.396899 -0.452616 -0.036262 0 1
0.394077 -0.380649 0.020183 0 1
0.391255 -0.308682 0.078039 0 1
0.388433 -0.236715 0.151417 0 1
0.385611 -0.163336 0.193751 0 1
0.382788 -0.092780 0.248784 0 1
0.478744 -0.720728 -0.232407 0 1
0.475922 -0.648761 -0.183018 0 1
0.473100 -0.571149 -0.125162 0 1
0.470278 -0.503416 -0.061662 0 1
0.467455 -0.428627 -0.008039 0 1
0.464633 -0.349604 0.048406 0 1
0.460400 -0.279048 0.107673 0 1
0.457578 -0.207081 0.164117 0 1
0.454755 -0.133703 0.220562 0 1
0.557767 -0.719317 -0.226762 0 1
0.554945 -0.640294 -0.167495 0 1
0.552122 -0.568327 -0.108229 0 1
0.549300 -0.497771 -0.053195 0 1
0.545067 -0.418749 0.004661 0 1
0.542245 -0.351015 0.062517 0 1
0.539422 -0.281870 0.117550 0 1
0.536600 -0.207081 0.172584 0 1
0.533778 -0.136525 0.233262 0 1
0.636790 -0.739072 -0.219707 0 1
0.633967 -0.661461 -0.160440 0 1
0.631145 -0.588083 -0.109640 0 1
0.628323 -0.520349 -0.060251 0 1
0.625501 -0.446971 -0.003806 0 1
0.622678 -0.373593 0.045583 0 1
0.619856 -0.300215 0.111906 0 1
0.617034 -0.225426 0.171173 0 1
0.612800 -0.150636 0.227618 0 1
0.701701 -0.293159 0.130250 0 1
0.698879 -0.221192 0.193751 0 1
0.696056 -0.147814 0.245962 0 1
-0.626161 0.663579 -0.214062 0 2
-0.654383 0.607134 -0.161851 0 2
-0.561249 0.645234 -0.216885 0 2
-0.589472 0.590201 -0.170318 0 2
-0.620516 0.528111 -0.119517 0 2
-0.647328 0.474489 -0.060251 0 2
-0.676961 0.416633 -0.015095 0 2
-0.382038 0.663579 -0.240874 0 2
-0.411671 0.607134 -0.194307 0 2
-0.438482 0.550689 -0.147740 0 2
-0.469527 0.491422 -0.103995 0 2
-0.499160 0.433566 -0.058839 0 2
-0.525972 0.378533 -0.003806 0 2
-0.557016 0.316444 0.045583 0 2
-0.586650 0.258588 0.089328 0 2
-0.613461 0.204965 0.137306 0 2
-0.643094 0.145698 0.183873 0 2
-0.671317 0.087843 0.241729 0 2
-0.458238 0.681923 -0.254985 0 2
-0.487871 0.624067 -0.202773 0 2
-0.514683 0.569034 -0.157618 0 2
-0.544316 0.509767 -0.111051 0 2
-0.573950 0.450500 -0.058839 0 2
-0.600761 0.395466 -0.015095 0 2
-0.630394 0.337610 0.034294 0 2
-0.660028 0.279755 0.087917 0 2
-0.686839 0.226132 0.141539 0 2
-0.294548 0.655112 -0.247929 0 2
-0.324182 0.595845 -0.195718 0 2
-0.350993 0.540811 -0.151973 0 2
-0.380626 0.484367 -0.106817 0 2
-0.408849 0.425100 -0.057428 0 2
-0.437071 0.370066 -0.013684 0 2
-0.466705 0.310799 0.035705 0 2
-0.496338 0.252943 0.086506 0 2
-0.524560 0.196499 0.135895 0 2
-0.552783 0.140054 0.181051 0 2
-0.581005 0.085020 0.231851 0 2
-0.163314 0.598667 -0.218296 0 2
-0.190126 0.545045 -0.170318 0 2
-0.218348 0.488600 -0.123751 0 2
-0.246570 0.430744 -0.077184 0 2
-0.276204 0.372888 -0.032028 0 2
-0.303015 0.320677 0.015950 0 2
-0.331237 0.262821 0.065339 0 2
-0.360871 0.203554 0.114728 0 2
-0.387682 0.149932 0.159884 0 2
-0.420138 0.087843 0.206451 0 2
-0.448360 0.029987 0.260073 0 2
-0.232459 0.614190 -0.223940 0 2
-0.260681 0.560567 -0.177373 0 2
-0.287493 0.506945 -0.132218 0 2
-0.317126 0.446267 -0.084240 0 2
-0.345349 0.389822 -0.036262 0 2
-0.374982 0.333377 0.010305 0 2
-0.404615 0.274110 0.056872 0 2
-0.432838 0.214843 0.106261 0 2
-0.461060 0.159810 0.154239 0 2
-0.492105 0.099132 0.205040 0 2
-0.518916 0.044098 0.255840 0 2
-0.089936 0.593023 -0.215473 0 2
-0.118159 0.537989 -0.171729 0 2
-0.147792 0.478722 -0.120929 0 2
-0.178837 0.415222 -0.072951 0 2
-0.205648 0.364422 -0.027795 0 2
-0.232459 0.309388 0.020183 0 2
-0.263504 0.250121 0.066750 0 2
-0.291726 0.193676 0.111906 0 2
-0.321359 0.134409 0.162706 0 2
-0.349582 0.076554 0.210684 0 2
-0.377804 0.021520 0.257251 0 2
0.017309 0.625478 -0.256396 0 2
-0.012325 0.567623 -0.209829 0 2
-0.039136 0.514000 -0.163262 0 2
-0.070181 0.453322 -0.113873 0 2
-0.096992 0.398288 -0.064484 0 2
-0.125214 0.343255 -0.020739 0 2
-0.153436 0.285399 0.030061 0 2
-0.181659 0.230365 0.075217 0 2
-0.209881 0.173921 0.124606 0 2
-0.239515 0.114654 0.165528 0 2
-0.267737 0.059620 0.216329 0 2
0.109031 0.649467 -0.287440 0 2
0.077987 0.588789 -0.232407 0 2
0.051176 0.533756 -0.188662 0 2
0.024364 0.480133 -0.136451 0 2
-0.006680 0.420866 -0.091295 0 2
-0.036314 0.360188 -0.043317 0 2
-0.064536 0.305155 0.004661 0 2
-0.094170 0.244477 0.058283 0 2
-0.125214 0.185210 0.106261 0 2
-0.180248 0.075143 0.200806 0 2
-0.208470 0.018698 0.244551 0 2
0.140076 0.341844 -0.043317 0 2
0.111854 0.286810 0.006072 0 2
0.085042 0.233188 0.052639 0 2
0.053998 0.173921 0.099206 0 2
0.025775 0.117476 0.148595 0 2
-0.002447 0.061031 0.195162 0 2
-0.033491 -0.002469 0.243140 0 2
0.199343 0.633945 -0.278974 0 2
0.171121 0.577500 -0.232407 0 2
0.140076 0.515411 -0.183018 0 2
0.111854 0.460378 -0.133629 0 2
0.082220 0.401111 -0.081417 0 2
0.052587 0.343255 -0.040495 0 2
-0.002447 0.231777 0.052639 0 2
-0.033491 0.171099 0.103439 0 2
-0.060303 0.117476 0.150006 0 2
-0.088525 0.062442 0.202217 0 2
-0.118159 0.004587 0.244551 0 2
0.285421 0.631123 -0.276152 0 2
0.257199 0.576089 -0.236640 0 2
0.227565 0.516822 -0.187251 0 2
0.199343 0.460378 -0.142095 0 2
0.171121 0.406755 -0.094117 0 2
0.230388 0.135821 0.109084 0 2
0.203576 0.082198 0.155651 0 2
0.173943 0.024342 0.203629 0 2
0.144309 -0.036336 0.253018 0 2
0.354566 0.553511 -0.230996 0 2
0.326344 0.497067 -0.187251 0 2
0.298121 0.440622 -0.137862 0 2
0.268488 0.382766 -0.091295 0 2
0.238854 0.322088 -0.043317 0 2
0.210632 0.268466 0.004661 0 2
0.182410 0.210610 0.051228 0 2
0.151365 0.149932 0.097795 0 2
0.123143 0.093487 0.150006 0 2
0.094920 0.037042 0.196573 0 2
0.065287 -0.022225 0.248784 0 2
0.532367 0.557745 -0.252163 0 2
0.502733 0.499889 -0.199951 0 2
0.471689 0.437800 -0.153384 0 2
0.443466 0.382766 -0.102584 0 2
0.413833 0.323499 -0.057428 0 2
0.382788 0.262821 -0.012273 0 2
0.355977 0.210610 0.035705 0 2
0.327755 0.152754 0.085095 0 2
0.298121 0.094898 0.134484 0 2
0.271310 0.039865 0.179640 0 2
0.241677 -0.019402 0.231851 0 2
0.430766 0.533756 -0.228174 0 2
0.401133 0.475900 -0.177373 0 2
0.374322 0.422278 -0.129395 0 2
0.346099 0.365833 -0.085651 0 2
0.316466 0.305155 -0.034850 0 2
0.288243 0.251532 0.013128 0 2
0.261432 0.197910 0.058283 0 2
0.608567 0.540811 -0.247929 0 2
0.578934 0.481544 -0.194307 0 2
0.549300 0.425100 -0.147740 0 2
0.521078 0.370066 -0.101173 0 2
0.492855 0.312210 -0.051784 0 2
0.461811 0.250121 -0.005217 0 2
0.435000 0.199321 0.041350 0 2
0.406777 0.142876 0.087917 0 2
0.377144 0.083609 0.140128 0 2
0.351744 0.032809 0.181051 0 2
0.320699 -0.027869 0.233262 0 2
0.701701 0.525289 -0.247929 0 2
0.673479 0.468844 -0.191484 0 2
0.642434 0.409577 -0.146329 0 2
