# x y z pred gt
0.612081 -0.098951 -0.100975 0 4
-0.916913 -0.333548 -0.116409 0 6
0.029705 0.990688 -0.132871 0 5
-0.031002 -0.946792 -0.093772 0 4
-0.219297 0.149021 0.034845 0 3
0.594589 0.583231 -0.111264 0 5
-0.338653 -0.438499 0.081146 0 6
0.209768 -0.452904 -0.050557 0 4
0.244752 0.323940 0.157287 -1 4
-0.272801 0.600723 -0.119495 0 3
-0.666882 0.055389 -0.121553 0 3
0.904297 0.266320 -0.106119 0 4
0.128482 -0.067054 0.097609 0 4
0.177871 0.668632 0.010150 0 5
0.569894 0.239567 0.008092 0 4
-0.591770 -0.556826 -0.129785 0 6
-0.296467 -0.725571 -0.092743 0 6
-0.608233 -0.245060 0.002948 0 3
-0.469327 0.338345 -0.121553 0 3
-0.168879 -0.178179 0.150085 -1 3
-0.052610 0.426833 0.016324 0 3
-0.063928 -0.564029 0.022497 0 4
0.352790 -0.201845 -0.029978 0 4
0.170669 -0.728658 -0.105090 0 4
-0.427141 -0.030013 0.006034 0 3
0.356905 0.067736 0.049250 0 4
0.381600 0.521495 0.006034 0 5
-0.057754 0.719050 -0.069078 0 3
0.376455 0.742715 -0.119495 0 5
0.018387 0.151079 0.135680 0 3
0.018387 -0.317085 0.069828 0 4
0.737610 0.086256 -0.088627 0 4
-0.261483 0.373329 -0.047470 0 3
-0.784181 -0.132906 -0.103032 0 3
0.736581 0.406254 -0.073193 0 5
-0.371579 -0.224481 0.090407 0 3
0.177871 0.843551 -0.104061 0 5
0.425844 -0.382937 -0.100975 0 4
-0.097883 -0.770844 -0.015573 0 4
-0.732734 -0.416891 -0.088627 0 6
-0.529005 -0.428210 0.007063 0 6
0.154206 0.488569 0.086291 0 3
-0.497108 0.151079 -0.072164 0 3
-0.161677 -0.369561 0.127448 0 4
0.433046 0.342461 0.092465 0 4
-0.402447 -0.580492 -0.033065 0 6
-0.108172 -0.001203 0.127448 0 3
0.196392 -0.287246 0.012208 0 4
0.539026 0.434036 -0.015573 0 5
0.190218 0.113009 0.127448 0 4
0.069833 0.328056 0.092465 0 3
-0.588683 -0.078373 -0.042325 0 3
0.093499 -0.585636 -0.042325 0 4
0.574010 0.074938 -0.038210 0 4
-0.085536 0.258088 0.052336 0 3
-0.222384 -0.615475 0.024555 0 6
0.026618 0.594549 0.001919 0 3
0.457741 -0.038244 -0.024834 0 4
-0.283091 -0.067054 0.070857 0 3
0.508158 -0.222423 -0.092743 0 4
-0.180197 -0.859332 -0.121553 0 6
-0.013510 -0.151427 0.124362 0 4
-0.335566 0.232365 -0.035123 0 3
-0.129780 0.581173 -0.055702 0 3
0.733495 0.237510 -0.050557 0 4
0.041023 -0.809944 -0.077309 0 4
-0.782123 -0.276957 -0.055702 0 3
-0.059812 0.861043 -0.116409 0 3
0.288996 -0.064997 0.038960 0 4
0.310603 -0.546537 -0.105090 0 4
0.424815 0.200468 0.059539 0 4
-0.346884 0.093459 -0.002197 0 3
-0.385984 0.454614 -0.120524 0 3
0.449509 0.614099 -0.076280 0 5
-0.466240 -0.667951 -0.121553 0 6
0.295169 0.437122 0.097609 0 5
-0.471385 -0.323259 0.072915 0 3
0.085267 -0.458049 0.005005 0 4
0.055428 0.817827 -0.050557 0 3
0.311632 0.651140 -0.043354 0 5
-0.496080 -0.156572 0.018382 0 3
-0.205921 -0.494061 0.082175 0 6
0.299285 0.195323 0.109957 0 4
-0.186371 0.704645 -0.123611 0 3
0.307517 -0.354127 -0.045412 0 4
-0.278975 -0.307825 0.144940 -1 3
0.046168 0.018347 0.148027 1 4
0.143916 0.238538 0.148027 -1 3
-0.163734 0.461817 -0.033065 0 3
0.018387 -0.693674 -0.034094 0 4
