# x y z pred gt
0.051068 -0.483615 -0.166775 0 1
0.090386 -0.493231 -0.152802 0 1
0.107827 -0.458285 -0.117868 0 1
0.129661 -0.519436 -0.151055 0 1
0.146249 -0.485364 -0.120488 0 1
0.160237 -0.549990 -0.164155 0 1
0.179469 -0.511568 -0.125728 0 1
0.196910 -0.477496 -0.090794 0 1
0.183819 -0.593658 -0.184242 0 1
0.203051 -0.556110 -0.144942 0 1
0.220492 -0.522037 -0.114375 0 1
0.237977 -0.487112 -0.081187 0 1
0.257166 -0.448690 -0.048873 0 1
0.230983 -0.599777 -0.167649 0 1
0.249320 -0.563103 -0.128348 0 1
0.266804 -0.529031 -0.097781 0 1
0.285994 -0.490609 -0.064594 0 1
0.305226 -0.453935 -0.031406 0 1
0.273797 -0.641696 -0.184242 0 1
0.292134 -0.605023 -0.137082 0 1
0.310471 -0.568327 -0.106514 0 1
0.328808 -0.533402 -0.074200 0 1
0.347145 -0.495854 -0.042760 0 1
0.366335 -0.457410 -0.006953 0 1
0.324416 -0.649564 -0.154548 0 1
0.343648 -0.611121 -0.123108 0 1
0.362881 -0.572698 -0.089921 0 1
0.380322 -0.538647 -0.054987 0 1
0.399555 -0.500204 -0.019180 0 1
0.417891 -0.463530 0.014008 0 1
0.359384 -0.695833 -0.188609 0 1
0.376825 -0.661782 -0.143195 0 1
0.396911 -0.622485 -0.109134 0 1
0.414395 -0.586664 -0.075947 0 1
0.431836 -0.552613 -0.043633 0 1
0.451921 -0.513317 -0.010446 0 1
0.469405 -0.477496 0.027108 0 1
0.487742 -0.441696 0.060295 0 1
0.407401 -0.700204 -0.156295 0 1
0.424885 -0.664404 -0.123981 0 1
0.444075 -0.626856 -0.089921 0 1
0.462412 -0.591035 -0.058480 0 1
0.481644 -0.553487 -0.024420 0 1
0.499086 -0.518562 0.010514 0 1
0.517423 -0.482741 0.041955 0 1
0.534907 -0.447815 0.076016 0 1
0.449320 -0.738647 -0.166775 0 1
0.466804 -0.704575 -0.130968 0 1
0.485141 -0.667027 -0.097781 0 1
0.505226 -0.626856 -0.063720 0 1
0.523563 -0.591910 -0.029660 0 1
0.542753 -0.554361 0.005274 0 1
0.561090 -0.516813 0.036715 0 1
0.577721 -0.484489 0.073395 0 1
0.596058 -0.447815 0.103963 0 1
0.479000 -0.777070 -0.193849 0 1
0.498233 -0.740375 -0.144068 0 1
0.515717 -0.705449 -0.114375 0 1
0.533158 -0.670524 -0.079441 0 1
0.551495 -0.633829 -0.045380 0 1
0.569832 -0.598903 -0.014813 0 1
0.588169 -0.562229 0.020995 0 1
0.607401 -0.523786 0.054182 0 1
0.623137 -0.491483 0.086496 0 1
0.643222 -0.453935 0.119683 0 1
0.527913 -0.797155 -0.185116 0 1
0.546250 -0.761334 -0.136208 0 1
0.562838 -0.728157 -0.103894 0 1
0.582071 -0.690609 -0.070707 0 1
0.599555 -0.655662 -0.036646 0 1
0.617892 -0.618114 -0.002586 0 1
0.637082 -0.580566 0.032348 0 1
0.655419 -0.545619 0.064662 0 1
0.673755 -0.508946 0.097849 0 1
0.692988 -0.470523 0.131910 0 1
0.603905 -0.749117 -0.092541 0 1
0.621389 -0.714191 -0.064594 0 1
0.641474 -0.674873 -0.031406 0 1
0.658915 -0.639074 0.000907 0 1
0.677252 -0.602400 0.037588 0 1
0.696485 -0.564831 0.067282 0 1
0.713926 -0.530779 0.105709 0 1
0.732306 -0.494106 0.136277 0 1
0.751495 -0.456536 0.169464 0 1
0.711325 -0.433828 0.172084 0 1
0.661559 -0.417240 0.155490 0 1
0.615248 -0.410267 0.140643 0 1
0.632732 -0.375321 0.178197 0 1
0.553244 -0.411142 0.108330 0 1
0.571580 -0.374447 0.142390 0 1
0.589064 -0.339521 0.178197 0 1
0.507828 -0.403274 0.095229 0 1
0.526165 -0.365726 0.130163 0 1
0.543649 -0.331653 0.163350 0 1
0.435333 -0.428604 0.048068 0 1
0.453670 -0.391909 0.083002 0 1
0.473755 -0.353487 0.114443 0 1
0.490386 -0.320310 0.149377 0 1
0.508723 -0.282741 0.178197 0 1
0.383819 -0.422485 0.027108 0 1
0.402156 -0.385811 0.063789 0 1
0.421388 -0.349116 0.095229 0 1
0.438830 -0.315065 0.128416 0 1
0.458062 -0.275768 0.163350 0 1
0.322667 -0.418988 0.004401 0 1
0.341047 -0.381440 0.038462 0 1
0.360237 -0.343892 0.075142 0 1
