# x y z pred gt
0.928989 -0.283667 0.007288 1 2
0.793297 -0.424538 0.005216 1 2
0.817121 -0.376890 0.005216 1 2
0.839909 -0.332351 0.000037 1 2
0.863732 -0.286775 -0.003070 1 2
0.886520 -0.240163 -0.000998 1 2
0.638961 -0.581981 0.006252 1 2
0.662785 -0.534334 0.006252 1 2
0.685573 -0.489794 0.003145 1 2
0.709396 -0.443182 0.002109 1 2
0.719754 -0.304384 -0.002034 1 2
0.765330 -0.214268 -0.003070 1 2
0.788118 -0.169728 -0.003070 1 2
0.810906 -0.125188 0.003145 1 2
0.486696 -0.762213 0.004181 1 2
0.510520 -0.714566 0.007288 1 2
0.532272 -0.672097 0.005216 1 2
0.556096 -0.626521 0.005216 1 2
0.578884 -0.579910 0.005216 1 2
0.601672 -0.536406 0.004181 1 2
0.626531 -0.487722 0.003145 1 2
0.649319 -0.443182 0.001073 1 2
0.671071 -0.399678 0.001073 1 2
0.732184 -0.398643 0.000037 1 2
0.754972 -0.353067 -0.000998 1 2
0.800548 -0.263987 -0.002034 1 2
0.824372 -0.216339 -0.000998 1 2
0.848195 -0.169728 0.004181 1 2
0.354112 -0.899976 0.009360 1 2
0.378972 -0.851293 0.004181 1 2
0.399688 -0.808824 0.004181 1 2
0.423512 -0.763249 0.000037 1 2
0.447336 -0.716637 0.000037 1 2
0.469088 -0.674169 0.000037 1 2
0.490840 -0.630665 0.003145 1 2
0.514663 -0.584053 0.003145 1 2
0.537451 -0.538477 0.006252 1 2
0.559203 -0.496009 0.004181 1 2
0.584063 -0.448362 0.003145 1 2
0.606851 -0.403822 0.000037 1 2
0.629639 -0.358246 0.000037 1 2
0.653462 -0.311634 -0.000998 1 2
0.676250 -0.267094 -0.002034 1 2
0.721826 -0.176979 -0.004106 1 2
0.745650 -0.131403 -0.003070 1 2
0.768438 -0.085827 0.005216 1 2
0.695931 -0.350995 0.000037 1 2
0.282641 -0.932086 0.006252 1 2
0.305429 -0.886510 -0.003070 1 2
0.329253 -0.840935 -0.000998 1 2
0.351005 -0.797431 -0.003070 1 2
0.375864 -0.749783 -0.000998 1 2
0.399688 -0.702136 -0.002034 1 2
0.422476 -0.657596 0.000037 1 2
0.446300 -0.610984 0.002109 1 2
0.470123 -0.564373 0.002109 1 2
0.490840 -0.522940 0.005216 1 2
0.514663 -0.477364 0.005216 1 2
0.538487 -0.429717 0.003145 1 2
0.561275 -0.385177 0.002109 1 2
0.585099 -0.339601 0.001073 1 2
0.608922 -0.291954 0.000037 1 2
0.630674 -0.249485 -0.002034 1 2
0.678322 -0.155226 -0.006178 1 2
0.700074 -0.111722 -0.003070 1 2
0.723898 -0.066147 0.002109 1 2
0.464944 -0.447326 0.004181 1 2
0.486696 -0.403822 0.002109 1 2
0.509484 -0.359282 0.003145 1 2
0.533308 -0.312670 0.002109 1 2
0.555060 -0.269166 0.000037 1 2
0.579920 -0.222554 -0.002034 1 2
0.603743 -0.174907 -0.003070 1 2
0.625495 -0.131403 -0.000998 1 2
0.648283 -0.086863 -0.003070 1 2
0.672107 -0.040251 -0.000998 1 2
